common_name,contract_area,height_in_metres,spread_in_metres,maturity,physiological_condition,carbon_storage_in_kilograms,pollution_removal_per_year_in_grams
"Cherry - Wild, Gean",Housing,8,8,Mature,Fair,336.2,173.2
Cherry,Highways,6,5,Middle aged,Good,14.8,80.8
"Cherry - Wild, Gean",Parks,10,8,Middle aged,Fair,62.1,214.9
Horse Chestnut,Housing,12,7,Middle aged,Good,391.5,242.2
False Acacia - Frisia,Housing,13,7,Middle aged,Fair,202.4,168.4
"Rowan, Mountain Ash",Housing,12,4,Middle aged,Good,109.6,68
"Cherry - Wild, Gean",Housing,13,8,Mature,Fair,434.6,251.3
June berry,Highways,4,2,Juvenile,Good,2.4,8.6
False Acacia,Housing,9,4,Middle aged,Good,40.9,58.5
London plane,Housing,17,13,Mature,Good,1702.4,679.3
Hawthorn - Cockspur,Housing,3,2,Juvenile,Dead,2.4,10.1
Lime - Common,Highways,14,6,Mature,Poor,755.4,244
Sycamore,Parks,18,13,Mature,Good,653.9,591.5
Sycamore,Parks,12,8,Mature,Fair,134.9,263
Elm - English,Housing,4,3,Middle aged,Fair,20.9,24.9
London plane,Parks,30,20,Mature,Fair,6000,1680.7
Sycamore,Housing,9,5,Middle aged,Good,24,33.1
London plane,Housing,16,11,Mature,Good,314,490.8
"Oak - Evergreen, Holm",Parks,12,7,Mature,Good,212.1,149.1
London plane,Highways,24,17,Mature,Good,4276,1172.1
London plane,Highways,13,10,Mature,Fair,2741.6,415.8
Plum,Education,6,4,Middle aged,Fair,18.7,47.5
Ash - Manna,Highways,7,4,Middle aged,Good,84.9,29.7
Sycamore,Parks,19,13,Mature,Fair,2675.8,591.5
Holly,Housing,9,4,Mature,Good,157,50.8
Redbud - Eastern,Highways,3,1.5,Juvenile,Good,2.3,6.1
Birch - Silver,Education,8,1,Juvenile,Good,1.5,3.3
Horse Chestnut,Highways,12,6,Middle aged,Fair,606.1,244
Rowan,Highways,7,4,Middle aged,Good,20.2,31.7
Sycamore,Corporate Landlord,16,9,Mature,Fair,1332.5,292.4
Whitebeam,Highways,13,8,Mature,Good,215.3,214.9
Oak - Red,Education,18,10,Mature,Fair,407.3,201.9
Ash - Narrow-leafed,Highways,14,8,Mature,Fair,277.7,254.3
Maple - Silver veriegated Norway,Housing,7,5,Middle aged,Fair,5.2,52.5
Lime - Common,Parks,3,3,Mature,Fair,20.2,40.6
Hawthorn - Paul's Scarlet,Highways,6,4,Middle aged,Fair,53.4,32.1
Birch - Silver,Housing,6,5,Middle aged,Good,53.4,57
Alder - Italian,Highways,15,4,Middle aged,Good,36.3,31.7
Cherry - Ornamental,Highways,5,3,Middle aged,Good,2.7,11.6
London plane,Highways,22,15,Mature,Good,1568.4,912.6
Cherry - Double pint,Housing,7,5,Middle aged,Good,39.8,80.8
Sycamore,Parks,20,13,Middle aged,Good,180.1,603.9
Apple - Crab,Housing,2,1,Juvenile,Good,1.4,3.5
Alder - Italian,Housing,18,8,Middle aged,Good,193.8,218.3
Lime - Common,Highways,13,8,Mature,Good,369.6,319.9
Lime - Common,Highways,17,6,Mature,Fair,701.8,162.2
Whitebeam - Swedish,Highways,7,5,Mature,Good,296.4,60.8
Elm,Highways,6,3,Juvenile,Good,3.3,13.2
Elder,Highways,6,6,Middle aged,Fair,114.7,81
Whitebeam,Highways,8,5,Juvenile,Good,95.7,44.5
London plane,Highways,21,10,Mature,Good,680.4,230.9
June Berry,Highways,6,4,Middle aged,Fair,24.4,59.3
Maple - Crimson King Norway,Housing,17,12,Mature,Good,357.7,559.6
Paper birch,Housing,6,2,Middle aged,Good,21.6,11.8
Maple - Norway,Housing,10,5,Mature,Good,166.3,109
London plane,Highways,15,10,Mature,Good,2008.6,398.2
Lime - Common,Housing,16,12,Mature,Good,388,549.1
Lime - Common,Parks,3,1,Juvenile,Good,1.8,4.5
Pear - Chanticclere,Highways,5,3,Middle aged,Good,7.5,3
Willow - White,Housing,8,6,Middle aged,Fair,277.5,87
Sycamore,Housing,14,9,Middle aged,Good,253.3,348.2
Plane - Oriental,Highways,15,7,Mature,Fair,524,340.3
Cherry - Bird,Highways,14,6,Mature,Fair,434.6,190.5
"Rowan, Mountain Ash",Housing,9,4,Middle aged,Fair,40.9,58.5
Whitebeam,Highways,7,5,Middle aged,Good,48.1,149.5
June Berry,Highways,3.5,2,Juvenile,Good,3.7,7.9
Pear,Highways,8,6,Mature,Fair,153,82.8
Lime - Common,Parks,9,2,Mature,Good,213,15.9
Lime - Common,Highways,16,3,Mature,Fair,240.4,40.6
Alder - Grey,Highways,22,10,Mature,Good,386.4,330.2
Whitebeam - Swedish,Housing,9,6,Mature,Good,779.1,107.4
Apple - Crab,Parks,15,3,Mature,Good,64.9,34.5
Lime - Small-leaved,Corporate Landlord,12,6,Middle aged,Good,142.1,151.2
False Acacia,Housing,9,5,Middle aged,Fair,61.3,85.9
Cherry - Rosebud,Highways,3,1,Juvenile,Good,2.7,3.5
Cherry - Sargent's,Highways,5,2,Juvenile,Good,6.2,3.5
Plum,Housing,11,8,Mature,Good,408.6,214.9
London plane,Parks,25,18,Mature,Good,4263,1302.3
Ash,Highways,15,8,Middle aged,Fair,156.8,276.3
Cherry - Ornamental,Highways,11,9,Mature,Fair,252.3,256.4
"Rowan, Mountain Ash",Housing,18,6,Mature,Fair,114.8,125.4
Maple - Silver,Education,12,5,Middle aged,Good,185.1,109.8
June Berry,Housing,3,1,Juvenile,Good,1.4,2.6
Persian Ironwood,Education,5,2,Juvenile,Good,12.5,11.6
Lime - Common,Parks,23,11,Mature,Fair,930.3,523.2
Lime - Common,Parks,13,4,Mature,Good,200.1,86.7
Birch - Silver,Housing,7,4,Middle aged,Fair,89.7,36.9
Magnolia,Parks,1.5,1,Juvenile,Dead,0.7,2.9
Alder - Grey,Housing,15,4,Middle aged,Good,91.5,68
Sweetgum - Gumball,Highways,3,1,Juvenile,Good,1.4,3.3
Sycamore,Parks,17,8,Mature,Fair,552.5,259
Horse Chestnut,Housing,19,18,Mature,Good,3259.4,1188.3
Maple - Red,Housing,2,1,Juvenile,Dead,1.8,3.7
Apple - Crab,Highways,9,5,Mature,Fair,131.4,106.4
Lime - Large-leaved,Highways,16,8,Mature,Good,811.4,265
London plane,Highways,5,2,Juvenile,Good,2.4,12.8
June berry,Highways,6,4,Middle aged,Fair,16.2,35
Elm - Wych,Parks,10,7,Middle aged,Fair,167.9,180.2
Lime - Common,Parks,9,3,Mature,Good,406.9,40.2
Maple - Column Norway,Highways,9,5,Middle aged,Good,119,74.4
London plane,Housing,19,5,Mature,Good,2586.1,117.8
Rowan,Highways,3,2,Juvenile,Good,1.4,5.7
Whitebeam,Parks,7,5,Mature,Good,127.1,60.8
London plane,Highways,10,7,Mature,Good,653.1,155.2
Maple - Field,Highways,10,5,Middle aged,Good,80.3,110.9
Lime,Housing,13,7,Mature,Good,95.2,268.1
Lime - Common,Housing,16,7,Mature,Fair,554.2,215.4
"Rowan, Mountain Ash",Highways,7,3,Middle aged,Good,16.2,29.3
Maple - Field,Highways,11.4,4,Middle aged,Fair,91.7,77.2
Lime - Common,Parks,3.5,4,Mature,Good,23.8,25.7
Laurel - Portugese,Housing,6,6,Mature,Fair,201,81
Lime - Caucasian,Housing,16,12,Mature,Good,351.7,454.5
London plane,Parks,36,28,Mature,Good,5807.3,3179.8
Hazel - Common,Education,5,4,Middle aged,Fair,9.9,41.8
Pear,Housing,9,8,Over Mature,Good,922.7,157.8
Beech - Common,Housing,11,12,Mature,Good,695.3,441.9
London plane,Parks,30,23,Mature,Good,5842,2087.7
Sycamore,Housing,12,9,Mature,Fair,635.9,307.6
Plum,Education,6,3,Juvenile,Good,6.2,29.3
Birch - Silver,Highways,17,5,Middle aged,Fair,27.6,111.8
Apple - Crab,Highways,5,3,Juvenile,Good,5.5,27.3
Birch - Silver,Housing,4,2,Juvenile,Good,8.4,10.8
Tree of Heaven,Education,16,9,Mature,Good,842.3,252.7
London plane,Highways,6,3,Juvenile,Good,2.4,4.7
London plane,Parks,23,19,Mature,Good,2093.4,1451
Whitebeam,Highways,7,4,Mature,Fair,474.9,39.3
London plane,Highways,22,13,Mature,Good,1472.2,722.4
Maple,Highways,13,10,Mature,Fair,572.1,368.2
Cherry - Ornamental,Highways,4,3,Middle aged,Good,14.8,21.9
London plane,Parks,27,20,Mature,Fair,4528.5,1622.3
Ash,Housing,17,8,Middle aged,Good,242.3,236
Whitebeam,Highways,9,6,Middle aged,Fair,106.8,107.4
Lime - Common,Housing,16,10,Mature,Fair,446.3,395.9
Apple,Housing,5,4,Mature,Fair,59.5,95.7
Holly,Housing,7,6,Middle aged,Good,39.2,111.8
Lime,Housing,14,6,Mature,Fair,79.4,244
Hardy Rubber Tree,Housing,4,1.5,Juvenile,Good,2.4,6.7
"Cherry - Wild, Gean",Housing,16,10,Mature,Good,611,308.3
Serviceberry - Canadian,Education,5,4,Middle aged,Fair,12.8,31
Holly,Parks,12,7,Mature,Good,310.8,157.7
Birch - Silver,Housing,7,6,Middle aged,Fair,112.1,83
June Berry,Highways,6,2,Middle aged,Good,19.9,2.6
Alder - Italian,Housing,22,6,Mature,Good,1060.8,125.4
Hawthorn - Common,Housing,5,3,Mature,Fair,59.5,69
London plane,Housing,18,13,Mature,Fair,1002.3,685.4
"Cherry - Wild, Gean",Housing,3,2,Juvenile,Good,1.6,9.9
Lime - Common,Highways,13,9,Mature,Fair,509.5,366.7
Birch - Silver,Parks,6,2,Middle aged,Good,6.1,11.8
Sweet Gum,Housing,4,3,Middle aged,Good,4.1,20.6
Hawthorn,Highways,4,3,Middle aged,Fair,9.8,37.6
"Rowan, Mountain Ash",Highways,6,2,Middle aged,Good,19.7,12.6
Wier maple,Highways,9,3,Middle aged,Fair,206.9,31.1
London plane,Parks,30,21,Mature,Good,5893.9,1772.6
"Rowan, Mountain Ash",Education,5,1,Juvenile,Good,5.5,3.5
Maple - Crimson King Norway,Highways,7,4,Middle aged,Fair,225.8,49.3
Hornbeam - Hop,Highways,7,6,Mature,Fair,164.1,88.5
Maidenhair tree,Education,5,3,Juvenile,Good,9.8,19.6
Oak - Cork,Education,4,2,Middle aged,Good,9.5,2.8
Willow - White,Parks,13,9,Mature,Good,1621.9,283.6
False Acacia,Education,10,7,Mature,Fair,169,157.7
Horse chestnut - Red,Highways,15,8,Mature,Fair,609.3,378.8
Birch - Silver,Housing,8,10,Mature,Fair,618.3,245.3
Rowan,Highways,6,3,Middle aged,Fair,16,25.2
Birch - Silver,Highways,6,2,Juvenile,Good,4.2,3.3
Sycamore,Parks,18,5,Middle aged,Fair,148.8,64.8
"Cherry - Wild, Gean",Highways,10,9,Mature,Fair,408.6,242.2
Lime - Small-leaved,Highways,6,6,Mature,Fair,142.1,101.2
Poplar - Lombardy,Housing,21,6,Over Mature,Good,1923.9,106.8
London plane,Highways,20,14,Mature,Good,1315.5,794.9
"Cherry - Wild, Gean",Housing,10,6,Middle aged,Fair,215.6,119.3
Maple - Field,Education,8,10,Mature,Good,76.8,306.6
Cherry - Rosebud,Parks,2.7,2,Juvenile,Poor,2.7,9.5
Sweetgum - Gumball,Highways,3,1,Juvenile,Good,1.4,3.3
Birch - Silver,Highways,10,1,Juvenile,Good,2.7,3.3
Hawthorn - Common,Housing,6,3,Middle aged,Good,33.9,33.4
London plane,Housing,20,12,Mature,Good,1135.9,605
Maple - Field,Highways,11,7,Mature,Fair,368.2,195.9
London plane,Highways,15,9,Mature,Good,979.6,376.5
Red Robin,Housing,3,1,Middle aged,Good,9.7,3.5
Pear,Housing,12,6,Mature,Fair,414.7,125.9
"Cherry - Wild, Gean",Highways,6,3,Middle aged,Good,23.1,29.3
Lime - Common,Highways,14,8,Middle aged,Fair,200.1,378.8
Sumach - Stag's horn,Parks,3,2,Juvenile,Good,2.4,9.9
False Acacia,Housing,6,4,Juvenile,Good,3.8,25.2
"Oak - Evergreen, Holm",Parks,14,12,Mature,Fair,704.2,286.1
Horse Chestnut,Housing,16,9,Mature,Fair,705.6,323.6
Cherry - Rosebud,Highways,3,1.5,Juvenile,Good,1.6,6.7
Horse Chestnut,Highways,18,10,Mature,Fair,850.2,406.8
London plane,Highways,12,8,Mature,Good,2068.9,302.7
Hazel - Turkish,Highways,8,6,Mature,Fair,140.3,97.2
Maple - Norway,Housing,12,6,Middle aged,Fair,210.9,76.2
Lime - Caucasian,Highways,10,5,Juvenile,Good,87.1,109
Lime - Common,Housing,19,7,Mature,Good,531.6,220.8
Hawthorn - Common,Parks,3,4,Mature,Fair,3.7,37.6
London plane,Highways,19,14,Mature,Good,1827.4,787.8
Sycamore,Parks,11,9,Mature,Poor,1185.9,348.2
Horse Chestnut,Highways,20,15,Mature,Fair,3481.6,825.2
Beech - Purple,Housing,15,10,Mature,Good,909.3,442.7
Birch - Silver,Highways,5,2,Middle aged,Good,4.2,3.3
"Cherry - Wild, Gean",Education,12,8,Mature,Fair,1215.4,39.3
False Acacia,Highways,15,8,Mature,Fair,471.3,296.5
Birch - River,Highways,5,2.5,Juvenile,Good,4.2,13.3
"Cherry - Wild, Gean",Highways,9,6,Middle aged,Poor,292.5,107.4
Almond,Parks,4,2,Juvenile,Fair,6.2,11.6
London plane,Parks,6,3,Middle aged,Fair,10.1,38
Red Robin,Highways,4,2,Middle aged,Good,5.9,11.6
Cherry - Rosebud,Education,6,4,Middle aged,Good,23.1,47.5
Ash - Yellow,Housing,7,3,Middle aged,Fair,31.7,34.4
"Oak - Common, Pedunculate",Highways,16,13,Veteran,Fair,5545.1,446.9
London plane,Highways,6,3,Juvenile,Good,2.4,4.7
Plane - Oriental,Highways,4,1,Juvenile,Good,2.4,4.7
Maple - Norway,Highways,8,6,Mature,Fair,656.8,167
Plum,Housing,6,2,Mature,Fair,18.7,12.6
London plane,Highways,10,7,Mature,Good,749.3,205
Maidenhair tree,Highways,4,1,Juvenile,Good,2.4,3.2
Maple - Norway,Housing,5,2,Juvenile,Fair,9.7,15.9
Holly,Parks,5,4,Middle aged,Good,21.9,41.8
Beech - Common,Parks,13,13,Mature,Fair,1642.3,457.9
Plane - Oriental,Housing,23,18,Mature,Good,3143,1302.3
Hornbeam,Highways,15,9,Mature,Fair,238,327.2
Maple - Crimson King Norway,Parks,3,1,Juvenile,Good,3.2,4.5
Mountain-ash,Highways,3,1,Juvenile,Good,2.4,3.5
"Oak - Evergreen, Holm",Parks,20,9,Mature,Good,1662.6,178.8
Plum - Common,Education,8,8,Mature,Fair,313.9,162
Ash,Housing,5,6,Middle aged,Fair,101.6,63.9
False Acacia,Housing,14,4,Mature,Fair,577,68
"Cherry - Wild, Gean",Parks,16,13,Mature,Fair,1264.5,496.4
Whitebeam,Highways,10,7,Mature,Fair,213.8,157.7
Lime - Caucasian,Highways,10,4,Middle aged,Good,163.9,74.4
Apple,Highways,6,3,Middle aged,Fair,10.1,31.8
Maple - Field,Housing,3,1,Juvenile,Good,3.2,4
June berry,Highways,4,1,Juvenile,Good,2.4,2.6
"Cherry - Wild, Gean",Housing,12,8,Middle aged,Good,252.3,214.9
Lime - Common,Highways,6,4,Middle aged,Good,23.8,60
Poplar -Black,Housing,23,12,Mature,Fair,3644.4,406.1
"Cherry - Wild, Gean",Housing,10,6,Middle aged,Good,90.4,119.3
Maple - Crimson King Norway,Highways,9,7,Mature,Fair,486.4,182.3
Maple - Norway,Highways,5,1,Juvenile,Good,5.2,4.5
Cherry,Highways,7,5,Middle aged,Fair,39.8,71.7
Whitebeam,Housing,11,7,Mature,Fair,247.1,157.7
Lime - Common,Parks,3,2,Middle aged,Fair,20.2,80.2
Maple - Field,Parks,5,4,Middle aged,Good,7.2,47
Wier maple,Housing,18,11,Mature,Fair,867.7,376
Elm - Wych,Highways,10,6,Middle aged,Good,110.1,98.3
London plane,Highways,17,10,Mature,Good,652.3,434.7
Indian Bean Tree,Housing,6,6,Middle aged,Good,39.5,63.1
Cherry,Parks,5,2,Middle aged,Good,125.2,9.2
Sycamore,Housing,22,12,Mature,Fair,1883.1,535.5
Lime - Common,Parks,3,1,Juvenile,Good,1.8,4.5
Maple - Red,Parks,16,16,Mature,Good,1063.3,702.3
Whitebeam,Highways,8,5,Mature,Good,298.4,67.7
Ash - Manna,Highways,5,3,Middle aged,Good,5.6,23.6
London plane,Parks,25,16,Mature,Good,4289,1075.6
Apple,Housing,5,2,Juvenile,Good,3.8,13.7
Beech - Common,Housing,4,1,Juvenile,Good,2.4,4.5
London plane,Education,15,6,Mature,Fair,911.7,285.4
False Acacia,Housing,15,5,Mature,Poor,802.9,128.8
Yew - common,Corporate Landlord,10,7,Mature,Good,160,211.8
London plane,Highways,22,15,Mature,Fair,1135.9,904.4
"Cherry - Wild, Gean",Housing,15,10,Mature,Good,944.4,348.9
Sycamore,Corporate Landlord,13,5,Middle aged,Fair,196.6,110.9
Lime - Common,Parks,3,3,Mature,Fair,23.8,25.7
Hawthorn,Highways,6,3,Mature,Fair,19.9,29.7
Lime - Common,Housing,18,5,Middle aged,Good,131.8,112.6
Lime - Silver,Housing,18,9,Mature,Good,351.7,390.6
London plane,Highways,20,19,Mature,Good,5028.3,1385.2
Sweet Gum,Highways,6,2,Middle aged,Fair,4.1,10.8
Monkey Puzzle,Parks,5,3,Middle aged,Fair,20.5,40.2
Pear,Highways,10,6,Mature,Good,343.1,101.1
Birch - Silver,Housing,13,9,Mature,Good,494,269.7
Cherry,Highways,5,7,Mature,Fair,292.5,76.4
Ash,Housing,10,5,Juvenile,Fair,78.7,63.6
Alder - Grey,Highways,21,9,Mature,Good,263.4,276.3
Lime - Common,Housing,21,15,Mature,Good,1232.6,874.4
Lime - Small-leaved,Highways,11,8,Mature,Fair,446.3,272.4
London plane,Highways,12,10,Middle aged,Good,542.7,398.2
Lime - Small-leaved,Highways,10,5,Mature,Fair,487.9,109
Japanese Pagoda,Highways,13,6,Middle aged,Fair,88.5,124.4
Hornbeam,Highways,12,5,Middle aged,Good,69.9,68
Hawthorn - Common,Highways,7,5,Middle aged,Good,46.1,77.1
Cherry,Housing,4,1,Juvenile,Good,6.2,3.5
Cherry,Housing,4,2,Middle aged,Good,23.1,11.6
London plane,Highways,8,9,Mature,Fair,995,280.2
Lime - Caucasian,Highways,8,4,Middle aged,Fair,175.5,49.3
London plane,Housing,24,14,Mature,Good,2491.8,837.8
Aspen,Housing,3,2,Juvenile,Good,1,8.3
Hawthorn - Cockspur,Highways,6,4,Mature,Fair,93.9,46
London plane,Highways,22,16,Mature,Good,1574.5,1038.3
"Rowan, Mountain Ash",Highways,12,4,Middle aged,Good,15.2,13.9
Rowan,Highways,2.5,1.5,Juvenile,Good,1.4,6.1
Lime - Small-leaved,Education,10,2,Mature,Fair,131.8,15.9
London plane,Housing,10,8,Mature,Good,889.9,258.9
Birch - Silver,Highways,8,4,Mature,Fair,166.4,41.6
Maple - Crimson King Norway,Highways,13,7,Mature,Fair,301.3,268.1
Cherry - Rosebud,Highways,3,1,Juvenile,Fair,1.6,3.5
Cherry - Rosebud,Parks,4,4,Middle aged,Good,14.8,37.1
Cotoneaster,Highways,6,5,Middle aged,Fair,13,71.7
London plane,Parks,33,22,Mature,Good,3498.7,1622.3
Elder,Housing,4,8,Middle aged,Fair,7.4,142.6
Cherry - Cornelian,Parks,5,6,Middle aged,Good,17,92.7
Maple - Column Norway,Highways,8,6,Mature,Fair,229.9,122.3
Maple - Field,Highways,5,2,Juvenile,Good,5,4
Horse Chestnut,Housing,10,8,Middle aged,Fair,458.1,252.3
Pear,Highways,9,6,Middle aged,Fair,13.4,68.6
Ash - Narrow-leafed,Highways,14,5,Middle aged,Fair,130,120
Hornbeam - Hop,Highways,11,9,Mature,Fair,488.1,256.4
Lime - Common,Housing,15,5,Mature,Fair,351.7,164.9
London plane,Highways,21,12,Mature,Fair,658.6,615.5
Holly,Parks,10,5,Mature,Good,67.1,97.8
Maple - Norway,Highways,12,8,Mature,Fair,353.4,294.9
London plane,Highways,6,4,Middle aged,Good,16.2,61.5
London plane,Highways,7,4,Mature,Good,770.8,50.5
Maple - Field,Highways,6,3,Middle aged,Good,3.7,14.2
Apple,Parks,4,3,Middle aged,Good,7.4,23.7
"Cherry - Wild, Gean",Housing,10,7,Mature,Fair,611,157.7
Cherry,Housing,7,5,Middle aged,Good,138.3,60.8
Elm - Golden,Education,4,1,Juvenile,Good,0.6,1
Horse Chestnut,Highways,14,4,Middle aged,Fair,188.6,86.7
London plane,Highways,12,8,Mature,Fair,1364.7,302.7
Ash,Highways,8,6,Mature,Fair,426.8,105.3
Lime - Small-leaved,Education,14,7,Mature,Fair,601.2,297.6
Maple - Norway,Highways,13,9,Mature,Fair,287.9,305.8
"Oak - Common, Pedunculate",Highways,3,1,Juvenile,Good,1.3,3.2
Cherry - Ornamental,Highways,5,4,Middle aged,Good,23.1,41.8
Hawthorn - Common,Housing,5,3,Juvenile,Good,7.5,28.7
Elder,Housing,1,2,Middle aged,Fair,11.9,7.4
Maidenhair tree,Highways,11,3,Middle aged,Fair,47.6,11.2
Cherry - Japanese,Housing,8,3,Middle aged,Good,6.2,25.2
London plane,Housing,16,6,Mature,Good,705.6,169.6
"Rowan, Mountain Ash",Highways,4,3,Middle aged,Fair,15.7,21.9
Apple - Crab,Highways,3,1,Juvenile,Good,1.4,3.8
Rowan,Highways,8,6,Mature,Fair,281.4,144.4
Whitebeam,Parks,14,6,Middle aged,Good,203.8,190.5
"Rowan, Mountain Ash",Highways,8,4,Middle aged,Fair,281.4,50.8
Sweet Chestnut,Parks,15,12,Mature,Good,734.9,365.4
Hawthorn - Red,Housing,7,5,Mature,Fair,150.6,55.8
Maple - Snakebark,Parks,3,3,Middle aged,Good,17.8,21.7
Yew - common,Parks,9,5,Middle aged,Good,42.2,136.3
Peanut Butter Tree,Highways,3,1.5,Juvenile,Good,1.4,6.7
Whitebeam - Swedish,Housing,7,5,Mature,Fair,296.4,60.8
"Rowan, Mountain Ash",Housing,7,2,Middle aged,Good,13.2,12.6
Holly,Parks,7,5,Middle aged,Fair,38.6,80.8
Cherry - Double pint,Housing,9,11,Over Mature,Good,944.4,261.8
London plane,Highways,23,15,Mature,Good,1284.8,929
Rowan,Highways,7,3,Middle aged,Good,16.5,31.7
Hornbeam,Parks,3,2,Juvenile,Fair,9.6,9.9
London plane,Highways,11,6,Mature,Good,1133.5,173.8
Maple - Silver,Highways,15,9,Middle aged,Fair,422.3,251.8
London plane,Highways,7,3,Juvenile,Fair,16.7,41.2
London plane,Parks,24,18,Mature,Good,2491.8,1314.1
Maple - Field,Parks,7,7,Mature,Good,16.8,35.8
Lime - Common,Housing,21,9,Mature,Good,509.5,365
"Birch - Downy, Hairy",Parks,15,8,Mature,Good,215.6,276.3
Hawthorn - Red,Highways,3,1,Juvenile,Good,2.4,3.6
Hawthorn - Common,Education,3,1,Middle aged,Poor,3.6,3.7
Maple - Field,Housing,3,1,Juvenile,Good,3.2,4
London plane,Highways,14,12,Mature,Fair,1576.2,466.2
London plane,Highways,3,2,Juvenile,Good,3.7,12.8
"Oak - Evergreen, Holm",Parks,14,12,Mature,Good,406.8,212.9
Maple - Field,Highways,7,7,Middle aged,Good,75.1,149.5
Maple - Caucasian,Housing,15,10,Mature,Fair,384,216.8
London plane,Parks,30,24,Mature,Good,3182.8,2378.2
Pear - Weeping leaved,Parks,2,2,Juvenile,Good,1.4,7.4
London plane,Highways,22,15,Mature,Good,1791.3,929
Cypress - Bald,Parks,4,3,Juvenile,Good,1.6,5.6
"Cherry - Wild, Gean",Housing,12,7,Mature,Fair,434.6,190.4
Sycamore,Education,18,10,Mature,Fair,803.7,368.2
Hawthorn - Common,Housing,7,7,Mature,Fair,20.2,172.1
Horse Chestnut,Parks,6,3,Middle aged,Good,23.8,15.9
Birch,Housing,7,3,Mature,Good,18.3,29.6
Cherry - Sargent's,Highways,5,1,Juvenile,Good,2.7,3.5
Lime - Common,Housing,18,14,Mature,Good,625.5,747.4
Sycamore,Parks,23,17,Over Mature,Fair,3803.7,1011.6
June berry,Highways,4,1,Juvenile,Good,2.4,2.6
Maple - Field,Highways,6,3,Middle aged,Good,7.2,14.2
Holly,Highways,5,4,Middle aged,Good,26,41.8
Pine - Corsican,Parks,25,10,Mature,Good,1089,372.1
Apple,Highways,9,4,Middle aged,Fair,69.3,63.6
Maple - Silver,Highways,14,9,Mature,Good,552.8,301.6
"Cherry - Wild, Gean",Housing,8,5,Mature,Poor,272,67.7
Lime - Common,Housing,10,7,Middle aged,Fair,112.6,199.7
Lime - Large-leaved,Parks,3,2,Juvenile,Good,1.8,12.5
Holly,Housing,1.5,1,Juvenile,Good,1.5,2.9
Maple - Silver,Housing,12,10,Mature,Fair,321.5,307.1
London plane,Highways,11,9,Mature,Fair,2.8,388.5
"Oak - Common, Pedunculate",Housing,6,3,Middle aged,Fair,13,26
Pear,Housing,4,3,Middle aged,Good,33.4,21.4
Ash,Housing,18,12,Middle aged,Fair,423,489.1
London plane,Parks,8,1,Juvenile,Fair,7.7,4.7
Alder - Italian,Highways,14,6,Mature,Good,251.5,160.5
Maple - Field,Education,10,5,Middle aged,Fair,98.6,97.3
Horse Chestnut,Parks,23,14,Mature,Good,1331.6,783.1
Horse Chestnut,Housing,21,16,Over Mature,Good,4446.5,976.2
Hawthorn - Cockspur thorn,Housing,4,1,Juvenile,Good,2.4,3.6
Paper birch,Housing,6,3,Middle aged,Good,7.6,27.3
Cherry - Rosebud,Highways,5,4,Middle aged,Fair,18.7,41.8
Rowan - Yellow berried,Highways,5,1,Juvenile,Fair,1.4,3.5
"Cherry - Wild, Gean",Highways,10,7,Mature,Fair,712.7,157.7
"Cherry - Wild, Gean",Housing,1,9,Mature,Fair,862.9,149.4
Whitebeam,Housing,11,7,Middle aged,Fair,304.4,173
"Birch - Downy, Hairy",Parks,15,8,Mature,Fair,252.8,276.3
Paper birch,Highways,13,7,Mature,Good,362.6,196
Maple - Norway,Education,10,2,Middle aged,Fair,80.3,15.9
Birch - Silver,Highways,13,8,Mature,Fair,315.2,234.5
Cherry - Tibetan,Parks,3,2,Juvenile,Good,1.6,9.9
Horse Chestnut,Parks,23,24,Over Mature,Good,4121.1,2028.5
Whitebeam,Highways,9,5,Mature,Good,167.8,76
Maple - Red,Highways,7,6,Middle aged,Good,49.4,66.6
Magnolia,Housing,3,2,Juvenile,Fair,5.3,9.9
Whitebeam,Education,4,4.5,Mature,Fair,102.1,37.3
Lime - Common,Highways,15,7,Mature,Fair,240.4,242.2
Rowan - Fastigiate,Highways,5,3,Middle aged,Good,28.4,25.2
Horse Chestnut,Parks,19,11,Mature,Good,1006.7,492.3
Cherry - Double pint,Housing,14,7,Middle aged,Fair,182.2,232.8
Maple - Norway,Housing,9,5,Middle aged,Fair,138.9,96.1
Sycamore,Housing,21,9,Mature,Good,404.4,254.3
False Acacia - Frisia,Parks,4,2,Juvenile,Poor,2.4,11.6
Yew - common,Parks,5,6,Middle aged,Fair,113.2,96.8
Lime - Common,Housing,16,11,Mature,Fair,285.1,215.4
Poplar - Lombardy,Housing,22,7,Over Mature,Fair,2156,145.3
London plane,Housing,20,12,Mature,Good,1051.8,605
Maple - Field,Highways,5,4,Middle aged,Good,23.3,28.4
Cherry - Rosebud,Highways,6,4,Middle aged,Good,4.3,12.6
False Acacia - Upright,Parks,7,4,Middle aged,Fair,151.8,39.3
Apple - Crab,Highways,4,2,Juvenile,Good,1.4,3.8
"Rowan, Mountain Ash",Housing,3,2,Juvenile,Good,1.4,9.9
"Birch - Downy, Hairy",Parks,8,5,Mature,Fair,79.5,71.1
Birch - Erman's,Housing,10,4,Middle aged,Good,61.4,63.4
Horse Chestnut,Housing,21,15,Mature,Fair,794.2,783.1
London plane,Highways,17,12,Mature,Good,529.6,584
Birch - Cut-leaved,Housing,5,1,Juvenile,Good,2.7,3.3
June Berry,Education,5,2,Middle aged,Fair,19.7,9.2
